,codigo,nao,sob,br,teor,portal,ww,jus,http,autenticacao,autenticardocumento,asp,senha,pagina,inteiro,penal,pela,i,direito,estado,min,contra,pelo,ap,moraes,alexandre,crimes,pessoas,dia,democratico,denuncia,vogal,ii,crime,violencia,p,n,criminosa,atos,palacio_do_planalto,todos,associacao,ja,lei,foram,publico,republica,mesmo,acao,rd,poderes,grupo,pratica,patrimonio,forma,m,unico,denunciado,ameaca,bem,paragrafo,ainda,caso,assim,geral,grave,manifestantes,l,congresso_nacional,corte,relacao,nq,iv,exercicio,condutas,reu,abolicao,pena,policia,golpe,competencia,foro,ministerio,inq,outros,sentido,meio,prerrogativa,alem,violenta,presente,conforme,fatos,poder,tem,qualquer,r,governo,dano,quanto,parte,emprego,prejuizo,uniao,fim,momento,eett,denunciados,fato,juizo,esta,conduta,defesa,existencia,pelos,silva,militar,circunstancias,rel,sendo,sido,invasao,paulo,praca_dos_tres_poderes,autoria,razao,termos,nesse,portanto,causa,delito,sem,objetivo,seguranca,inclusive,concurso,julgamento,constitucionais,lucia,acusado,c,delitos,demais,seja,participacao,dias,investigados,deve,acoes,anos
ministerio,6099.0,7910.0,3813.0,3794.0,3902.0,3759.0,3815.0,3772.0,3802.0,3742.0,3738.0,3738.0,3766.0,3884.0,3835.0,7712.0,3025.0,2489.0,2772.0,2096.0,3310.0,1830.0,5967.0,1469.0,2631.0,2606.0,2313.0,1423.0,1344.0,1556.0,5166.0,1010.0,2224.0,2747.0,1108.0,1896.0,1105.0,1760.0,1077.0,650.0,1995.0,1409.0,1041.0,2128.0,899.0,14404.0,2158.0,572.0,3062.0,1493.0,814.0,622.0,1447.0,572.0,856.0,965.0,1337.0,1057.0,1015.0,866.0,1302.0,1662.0,1998.0,1506.0,1803.0,777.0,486.0,933.0,786.0,1036.0,942.0,1382.0,1027.0,513.0,894.0,700.0,839.0,831.0,388.0,776.0,500.0,858.0,14893.0,732.0,410.0,580.0,642.0,819.0,500.0,953.0,1543.0,1356.0,562.0,1453.0,299.0,520.0,454.0,462.0,292.0,569.0,550.0,387.0,367.0,1277.0,915.0,1208.0,807.0,673.0,1419.0,1295.0,768.0,517.0,630.0,1284.0,591.0,874.0,228.0,1664.0,912.0,328.0,300.0,308.0,317.0,425.0,1008.0,911.0,629.0,1234.0,1303.0,834.0,1085.0,585.0,256.0,176.0,847.0,577.0,620.0,364.0,362.0,1253.0,256.0,790.0,812.0,1199.0,339.0,81.0,668.0,1528.0,1664.0,798.0
inq,5308.0,4666.0,3897.0,3474.0,3513.0,3441.0,3540.0,3507.0,3574.0,3411.0,3383.0,3358.0,3317.0,3306.0,3302.0,4291.0,2255.0,3253.0,2561.0,3032.0,4789.0,2124.0,2342.0,2341.0,2384.0,2395.0,1947.0,733.0,888.0,1895.0,2723.0,2227.0,2081.0,1470.0,276.0,1200.0,1790.0,1493.0,2630.0,1006.0,1205.0,1344.0,1003.0,816.0,1174.0,1569.0,2496.0,1335.0,2261.0,2003.0,125.0,252.0,2276.0,1080.0,2879.0,1213.0,1024.0,668.0,435.0,1344.0,1031.0,1496.0,1749.0,1378.0,2414.0,166.0,110.0,1226.0,1067.0,3568.0,2491.0,1578.0,390.0,1213.0,2325.0,691.0,1047.0,11.0,1022.0,1602.0,2579.0,4019.0,732.0,14878.0,1518.0,1471.0,643.0,3811.0,481.0,783.0,2584.0,956.0,2300.0,274.0,802.0,1186.0,87.0,384.0,637.0,1078.0,189.0,146.0,624.0,295.0,544.0,522.0,274.0,943.0,763.0,1032.0,1139.0,269.0,825.0,1350.0,403.0,364.0,16.0,1024.0,3972.0,623.0,1606.0,958.0,203.0,303.0,1136.0,918.0,1012.0,997.0,590.0,1211.0,403.0,527.0,254.0,220.0,771.0,433.0,2084.0,197.0,563.0,770.0,250.0,622.0,1078.0,62.0,202.0,1832.0,2216.0,476.0,1255.0,92.0
outros,4159.0,4917.0,3979.0,3519.0,3585.0,3399.0,3462.0,3426.0,3472.0,3391.0,3388.0,3388.0,3415.0,3465.0,3437.0,1518.0,1709.0,1799.0,2277.0,2464.0,1470.0,2351.0,2747.0,2334.0,1249.0,1300.0,1068.0,2313.0,1074.0,1791.0,360.0,1941.0,1192.0,1048.0,1804.0,436.0,807.0,1852.0,1992.0,3938.0,1683.0,846.0,2236.0,379.0,3292.0,1169.0,1777.0,1166.0,567.0,1304.0,837.0,1561.0,1112.0,1377.0,1145.0,462.0,217.0,1263.0,1282.0,885.0,192.0,1907.0,1044.0,799.0,953.0,758.0,4733.0,568.0,1517.0,1192.0,1340.0,986.0,202.0,555.0,854.0,385.0,558.0,104.0,1607.0,583.0,449.0,1047.0,410.0,1518.0,14766.0,839.0,439.0,1064.0,1396.0,551.0,633.0,494.0,357.0,298.0,1432.0,758.0,231.0,550.0,457.0,1123.0,888.0,946.0,826.0,433.0,694.0,1702.0,358.0,1418.0,312.0,309.0,541.0,576.0,362.0,618.0,806.0,491.0,1513.0,564.0,444.0,583.0,1221.0,1297.0,129.0,815.0,569.0,557.0,411.0,464.0,886.0,183.0,943.0,682.0,937.0,1919.0,968.0,326.0,352.0,418.0,130.0,133.0,28.0,846.0,378.0,114.0,271.0,222.0,1432.0,456.0,631.0,183.0
sentido,4695.0,7244.0,3511.0,3230.0,3149.0,3130.0,3248.0,3183.0,3253.0,3110.0,3097.0,3090.0,3101.0,3216.0,3121.0,4378.0,2540.0,1822.0,2793.0,1759.0,2825.0,1825.0,2164.0,2018.0,1469.0,1497.0,2222.0,778.0,830.0,1890.0,1707.0,1649.0,1060.0,1676.0,674.0,1219.0,732.0,747.0,899.0,1085.0,1233.0,619.0,1459.0,825.0,1062.0,881.0,1516.0,4015.0,2014.0,1072.0,1056.0,1200.0,896.0,400.0,1378.0,498.0,571.0,1284.0,267.0,1094.0,501.0,1143.0,1503.0,1253.0,740.0,204.0,1290.0,688.0,992.0,2099.0,1257.0,897.0,657.0,1239.0,1196.0,811.0,867.0,715.0,533.0,535.0,1791.0,1929.0,580.0,1471.0,839.0,14635.0,136.0,1884.0,844.0,358.0,856.0,1007.0,1187.0,686.0,1451.0,1102.0,607.0,892.0,474.0,1811.0,992.0,96.0,692.0,100.0,487.0,299.0,340.0,825.0,866.0,845.0,934.0,1054.0,717.0,420.0,826.0,412.0,654.0,468.0,1521.0,656.0,747.0,444.0,1063.0,101.0,813.0,943.0,656.0,5815.0,1355.0,739.0,912.0,1021.0,933.0,941.0,579.0,589.0,1670.0,779.0,199.0,557.0,245.0,695.0,1269.0,1402.0,1480.0,929.0,636.0,563.0,1097.0,374.0
meio,5942.0,3449.0,3615.0,3496.0,3219.0,3592.0,3528.0,3493.0,3565.0,3396.0,3367.0,3339.0,3271.0,3215.0,3227.0,4294.0,2183.0,1628.0,4520.0,5553.0,1870.0,3728.0,2535.0,1863.0,1781.0,1778.0,1879.0,3314.0,3845.0,3431.0,2243.0,1115.0,1292.0,2761.0,5261.0,1855.0,1378.0,1401.0,2933.0,1613.0,1253.0,1625.0,671.0,1284.0,1194.0,1228.0,1152.0,1303.0,415.0,1191.0,2449.0,2077.0,1271.0,1746.0,1999.0,2396.0,905.0,1645.0,4456.0,626.0,880.0,624.0,1488.0,1141.0,662.0,4308.0,1181.0,1260.0,1764.0,766.0,296.0,729.0,684.0,1848.0,466.0,1058.0,1599.0,961.0,968.0,2804.0,54.0,8.0,642.0,643.0,439.0,136.0,14526.0,17.0,1221.0,1415.0,545.0,808.0,434.0,921.0,769.0,577.0,471.0,3959.0,1017.0,312.0,835.0,1862.0,699.0,963.0,911.0,508.0,654.0,582.0,613.0,508.0,657.0,1412.0,659.0,210.0,580.0,1145.0,746.0,467.0,554.0,12.0,416.0,850.0,1365.0,1573.0,259.0,568.0,441.0,389.0,223.0,196.0,626.0,468.0,1771.0,237.0,524.0,917.0,318.0,1508.0,666.0,413.0,609.0,554.0,252.0,740.0,249.0,224.0,296.0,484.0,694.0,970.0
prerrogativa,4408.0,7431.0,3999.0,3691.0,4106.0,3684.0,3715.0,3702.0,3731.0,3678.0,3678.0,3683.0,3725.0,3848.0,3805.0,4146.0,1836.0,3670.0,1727.0,1605.0,2301.0,2173.0,1100.0,2087.0,822.0,814.0,1560.0,1215.0,410.0,1163.0,3037.0,2845.0,1159.0,192.0,66.0,389.0,1554.0,841.0,1235.0,644.0,352.0,415.0,2527.0,1106.0,855.0,920.0,2251.0,1263.0,2823.0,2389.0,64.0,53.0,817.0,271.0,1627.0,150.0,29.0,479.0,198.0,1341.0,28.0,2172.0,2733.0,1694.0,2125.0,72.0,0.0,367.0,684.0,5695.0,1815.0,1804.0,134.0,836.0,3503.0,114.0,220.0,0.0,92.0,252.0,6329.0,13495.0,819.0,3811.0,1064.0,1884.0,17.0,14242.0,563.0,217.0,2427.0,158.0,1004.0,42.0,1559.0,368.0,207.0,0.0,93.0,1342.0,154.0,52.0,1619.0,618.0,72.0,409.0,345.0,1639.0,928.0,1182.0,463.0,70.0,48.0,1842.0,29.0,790.0,0.0,763.0,1189.0,1351.0,843.0,497.0,82.0,0.0,909.0,818.0,988.0,683.0,544.0,502.0,283.0,1168.0,0.0,1.0,1537.0,271.0,2682.0,275.0,282.0,404.0,593.0,386.0,1357.0,1275.0,378.0,585.0,6341.0,954.0,2069.0,34.0
alem,4493.0,3776.0,3041.0,3117.0,2972.0,3122.0,3169.0,3081.0,3149.0,2974.0,2950.0,2931.0,2889.0,2934.0,2895.0,2846.0,2561.0,1759.0,2219.0,2276.0,1775.0,2048.0,2621.0,1695.0,1719.0,1768.0,2012.0,2348.0,2450.0,1555.0,1616.0,1168.0,1378.0,1584.0,3386.0,1239.0,2504.0,1917.0,2342.0,1875.0,1240.0,2228.0,1621.0,1691.0,1420.0,1238.0,502.0,1645.0,1676.0,877.0,1679.0,2596.0,963.0,2257.0,695.0,1145.0,1280.0,1449.0,1788.0,1201.0,1275.0,1154.0,886.0,828.0,420.0,1892.0,1075.0,1036.0,1211.0,410.0,655.0,491.0,950.0,1117.0,1022.0,774.0,631.0,2256.0,895.0,813.0,348.0,584.0,500.0,481.0,1396.0,844.0,1221.0,563.0,14165.0,548.0,880.0,1046.0,493.0,953.0,830.0,683.0,390.0,1452.0,828.0,718.0,328.0,1499.0,1924.0,1105.0,773.0,743.0,890.0,1132.0,698.0,718.0,410.0,653.0,377.0,490.0,988.0,447.0,734.0,419.0,341.0,602.0,416.0,799.0,828.0,360.0,375.0,362.0,589.0,510.0,737.0,612.0,532.0,761.0,772.0,719.0,256.0,716.0,308.0,813.0,914.0,486.0,185.0,624.0,481.0,388.0,887.0,964.0,456.0,552.0,1544.0,2180.0
violenta,6816.0,1644.0,2452.0,2466.0,2509.0,2411.0,2467.0,2444.0,2493.0,2400.0,2391.0,2384.0,2400.0,2539.0,2472.0,5581.0,5148.0,4791.0,11967.0,12485.0,2125.0,4614.0,1625.0,1507.0,2314.0,2302.0,5085.0,3414.0,2487.0,12160.0,2195.0,685.0,4760.0,3116.0,5411.0,1227.0,1733.0,6722.0,1980.0,2219.0,2966.0,6118.0,522.0,3316.0,374.0,1651.0,1788.0,1480.0,1170.0,829.0,2807.0,752.0,3888.0,3393.0,1075.0,5846.0,5255.0,1576.0,5588.0,604.0,5252.0,272.0,952.0,529.0,882.0,4649.0,318.0,7980.0,2119.0,1236.0,440.0,721.0,3380.0,2143.0,2338.0,1428.0,11569.0,1644.0,242.0,7638.0,224.0,220.0,953.0,783.0,551.0,358.0,1415.0,217.0,548.0,13892.0,580.0,842.0,365.0,915.0,478.0,117.0,259.0,1489.0,4161.0,861.0,399.0,3210.0,2148.0,2395.0,901.0,270.0,388.0,481.0,210.0,245.0,862.0,378.0,630.0,535.0,908.0,816.0,368.0,404.0,633.0,287.0,114.0,1275.0,423.0,1817.0,670.0,658.0,540.0,298.0,319.0,623.0,437.0,68.0,900.0,254.0,837.0,1038.0,220.0,1483.0,175.0,671.0,551.0,1231.0,514.0,153.0,673.0,611.0,21.0,401.0,552.0,1383.0
presente,5071.0,6062.0,3386.0,3029.0,3070.0,2975.0,3144.0,3040.0,3118.0,2946.0,2920.0,2898.0,2872.0,2933.0,2910.0,6233.0,3275.0,2775.0,1727.0,1807.0,2817.0,2498.0,2486.0,1347.0,1729.0,1719.0,2357.0,1285.0,1423.0,1313.0,4210.0,1394.0,1900.0,1596.0,944.0,1829.0,1562.0,1172.0,1934.0,1567.0,1175.0,911.0,2370.0,1266.0,1611.0,2123.0,1441.0,1521.0,2884.0,1224.0,812.0,739.0,1269.0,1168.0,1975.0,837.0,1070.0,918.0,545.0,838.0,1025.0,1196.0,3682.0,1210.0,1303.0,489.0,649.0,755.0,1395.0,2772.0,1294.0,947.0,1086.0,325.0,1922.0,980.0,517.0,457.0,643.0,595.0,2194.0,2455.0,1543.0,2584.0,633.0,856.0,545.0,2427.0,880.0,580.0,13858.0,1653.0,1282.0,757.0,539.0,1098.0,410.0,573.0,635.0,1346.0,385.0,267.0,645.0,787.0,850.0,2102.0,513.0,1133.0,761.0,1219.0,398.0,686.0,369.0,1559.0,495.0,661.0,279.0,722.0,1467.0,950.0,889.0,885.0,300.0,574.0,733.0,445.0,897.0,1052.0,1656.0,1581.0,920.0,969.0,214.0,311.0,971.0,560.0,1197.0,611.0,205.0,521.0,454.0,389.0,359.0,727.0,485.0,578.0,2104.0,2062.0,435.0,292.0
conforme,5400.0,4431.0,3749.0,3278.0,3297.0,3189.0,3226.0,3209.0,3257.0,3186.0,3186.0,3188.0,3222.0,3317.0,3297.0,4130.0,3486.0,1953.0,3024.0,2593.0,2596.0,1567.0,2489.0,1721.0,2692.0,2620.0,2361.0,1714.0,2673.0,1949.0,1989.0,1092.0,815.0,1153.0,1184.0,1212.0,2824.0,1523.0,2541.0,1055.0,1227.0,1493.0,2084.0,1133.0,1389.0,1816.0,1461.0,842.0,1686.0,1089.0,1408.0,1391.0,1437.0,2044.0,1690.0,407.0,899.0,1994.0,530.0,1637.0,780.0,1140.0,1215.0,2113.0,1203.0,508.0,404.0,602.0,749.0,1263.0,1213.0,859.0,998.0,471.0,474.0,778.0,1244.0,398.0,1420.0,934.0,602.0,113.0,1356.0,956.0,494.0,1007.0,808.0,158.0,1046.0,842.0,1653.0,13726.0,622.0,597.0,730.0,479.0,464.0,352.0,646.0,869.0,887.0,492.0,491.0,471.0,798.0,655.0,890.0,702.0,545.0,919.0,1023.0,947.0,748.0,916.0,931.0,338.0,495.0,704.0,722.0,441.0,496.0,859.0,440.0,529.0,592.0,934.0,375.0,677.0,1037.0,794.0,974.0,643.0,474.0,136.0,481.0,283.0,980.0,122.0,654.0,834.0,152.0,1037.0,599.0,686.0,876.0,315.0,396.0,1437.0,541.0,206.0
fatos,5580.0,6130.0,3452.0,3240.0,3543.0,3171.0,3245.0,3217.0,3280.0,3152.0,3134.0,3122.0,3112.0,3204.0,3174.0,4116.0,3226.0,2298.0,2589.0,1710.0,1771.0,2001.0,1723.0,2073.0,1300.0,1302.0,2346.0,1453.0,3143.0,835.0,2175.0,1683.0,1672.0,1853.0,987.0,563.0,1305.0,977.0,802.0,1022.0,2141.0,662.0,1259.0,823.0,2085.0,1081.0,1407.0,1374.0,1532.0,1317.0,1024.0,1322.0,1210.0,641.0,1320.0,595.0,1220.0,1530.0,237.0,831.0,1120.0,1609.0,1308.0,1126.0,930.0,274.0,571.0,676.0,1084.0,1740.0,1154.0,1109.0,827.0,2592.0,1495.0,883.0,425.0,851.0,636.0,449.0,651.0,1152.0,562.0,2300.0,357.0,1187.0,434.0,1004.0,493.0,365.0,1282.0,622.0,13715.0,1104.0,458.0,1187.0,451.0,858.0,177.0,990.0,886.0,177.0,511.0,279.0,623.0,1379.0,293.0,1345.0,474.0,375.0,1327.0,736.0,2018.0,1191.0,807.0,632.0,1243.0,1727.0,827.0,849.0,1241.0,395.0,438.0,722.0,1599.0,1808.0,862.0,808.0,709.0,1135.0,320.0,935.0,695.0,394.0,732.0,632.0,611.0,759.0,85.0,1533.0,553.0,572.0,352.0,472.0,652.0,513.0,940.0,485.0,193.0,364.0
poder,3536.0,6908.0,3327.0,3025.0,3128.0,3009.0,3069.0,3044.0,3099.0,2994.0,2983.0,2973.0,2961.0,2987.0,2963.0,2263.0,2868.0,1401.0,3318.0,4193.0,2391.0,2638.0,2841.0,1824.0,1777.0,1777.0,988.0,1225.0,3141.0,2765.0,1058.0,971.0,632.0,976.0,1507.0,1873.0,1111.0,1783.0,1023.0,1552.0,951.0,1663.0,1374.0,472.0,1270.0,1666.0,1727.0,1712.0,920.0,948.0,3810.0,1913.0,1097.0,324.0,1107.0,69.0,102.0,2758.0,1238.0,1666.0,104.0,906.0,484.0,1064.0,1036.0,1229.0,1123.0,121.0,2341.0,601.0,244.0,764.0,407.0,1878.0,219.0,389.0,800.0,194.0,1196.0,838.0,184.0,0.0,1453.0,274.0,298.0,686.0,921.0,42.0,953.0,915.0,757.0,597.0,1104.0,13688.0,997.0,867.0,152.0,2260.0,100.0,409.0,932.0,755.0,90.0,233.0,728.0,1309.0,501.0,638.0,259.0,456.0,644.0,759.0,524.0,440.0,589.0,96.0,1553.0,248.0,735.0,233.0,369.0,696.0,607.0,1122.0,118.0,215.0,158.0,933.0,844.0,222.0,538.0,881.0,733.0,278.0,744.0,54.0,95.0,1917.0,336.0,182.0,245.0,1054.0,1032.0,916.0,606.0,168.0,148.0,677.0,488.0,139.0
tem,3482.0,6483.0,2417.0,2445.0,2760.0,2379.0,2451.0,2384.0,2403.0,2382.0,2388.0,2394.0,2439.0,2758.0,2581.0,2811.0,2527.0,1843.0,2673.0,2634.0,1326.0,1832.0,1245.0,1393.0,1109.0,1152.0,1920.0,2262.0,1349.0,1056.0,522.0,1287.0,1322.0,1649.0,1463.0,1189.0,1177.0,1791.0,1941.0,1363.0,814.0,1072.0,2256.0,802.0,2005.0,575.0,952.0,2218.0,743.0,1099.0,1137.0,1398.0,1322.0,971.0,1229.0,735.0,239.0,598.0,1393.0,1700.0,163.0,1286.0,1185.0,1850.0,988.0,1067.0,883.0,668.0,1065.0,1517.0,915.0,731.0,409.0,328.0,163.0,507.0,796.0,377.0,733.0,1611.0,1605.0,1563.0,299.0,802.0,1432.0,1451.0,769.0,1559.0,830.0,478.0,539.0,730.0,458.0,997.0,13686.0,703.0,190.0,898.0,340.0,1322.0,1175.0,385.0,1144.0,466.0,251.0,878.0,627.0,755.0,446.0,753.0,1536.0,495.0,402.0,603.0,277.0,121.0,511.0,131.0,268.0,366.0,1175.0,586.0,872.0,784.0,211.0,590.0,368.0,1026.0,465.0,275.0,1323.0,1085.0,1346.0,716.0,534.0,522.0,626.0,73.0,1231.0,440.0,318.0,498.0,1256.0,575.0,498.0,379.0,293.0,1041.0,822.0,546.0
qualquer,4716.0,7393.0,3163.0,3069.0,3241.0,3011.0,3131.0,3068.0,3143.0,2995.0,2981.0,2971.0,2962.0,2976.0,2960.0,4187.0,2711.0,2132.0,3524.0,2733.0,1914.0,2190.0,1261.0,1435.0,1215.0,1213.0,1794.0,1983.0,1204.0,1994.0,1136.0,1545.0,2911.0,2273.0,808.0,1404.0,1265.0,377.0,1097.0,198.0,1452.0,433.0,760.0,1092.0,1126.0,559.0,1472.0,2938.0,740.0,1351.0,1549.0,468.0,810.0,122.0,1322.0,214.0,404.0,484.0,734.0,1391.0,246.0,1473.0,1363.0,870.0,1110.0,704.0,540.0,407.0,360.0,1210.0,2385.0,1082.0,1044.0,1075.0,1189.0,848.0,410.0,745.0,141.0,174.0,1680.0,753.0,520.0,1186.0,758.0,1102.0,577.0,368.0,683.0,117.0,1098.0,479.0,1187.0,867.0,703.0,13671.0,516.0,203.0,79.0,602.0,1247.0,330.0,460.0,779.0,734.0,739.0,429.0,622.0,1131.0,1020.0,433.0,1076.0,908.0,676.0,577.0,241.0,319.0,890.0,905.0,592.0,1464.0,54.0,943.0,355.0,813.0,772.0,467.0,443.0,675.0,1095.0,754.0,2315.0,465.0,696.0,651.0,1335.0,1005.0,800.0,325.0,622.0,421.0,795.0,171.0,640.0,961.0,416.0,464.0,1084.0,313.0,617.0
r,6593.0,2597.0,5801.0,5190.0,5911.0,5254.0,5082.0,5128.0,5009.0,5319.0,5386.0,5454.0,5672.0,6000.0,5823.0,3008.0,1892.0,3662.0,1041.0,714.0,1680.0,1232.0,1531.0,981.0,2417.0,2439.0,460.0,536.0,1099.0,497.0,1433.0,3486.0,1644.0,318.0,345.0,5599.0,2791.0,602.0,679.0,769.0,594.0,835.0,955.0,987.0,800.0,460.0,1325.0,478.0,603.0,377.0,149.0,754.0,566.0,885.0,749.0,5083.0,620.0,663.0,247.0,249.0,671.0,245.0,689.0,698.0,2455.0,242.0,109.0,2150.0,530.0,601.0,464.0,187.0,1169.0,181.0,345.0,672.0,350.0,480.0,167.0,303.0,67.0,226.0,454.0,87.0,231.0,607.0,471.0,207.0,390.0,259.0,410.0,464.0,451.0,152.0,190.0,516.0,13585.0,38.0,502.0,489.0,750.0,101.0,940.0,414.0,316.0,284.0,563.0,135.0,274.0,112.0,352.0,274.0,223.0,264.0,753.0,568.0,17.0,89.0,369.0,567.0,128.0,32.0,669.0,252.0,247.0,298.0,919.0,605.0,232.0,389.0,110.0,196.0,550.0,56.0,222.0,240.0,852.0,55.0,732.0,154.0,3385.0,99.0,336.0,405.0,195.0,319.0,133.0,377.0,418.0,217.0
governo,4759.0,4115.0,2829.0,2952.0,2595.0,2875.0,3025.0,2972.0,3084.0,2828.0,2783.0,2742.0,2618.0,2523.0,2546.0,2970.0,2683.0,1206.0,5903.0,7857.0,1312.0,3344.0,2291.0,1781.0,1285.0,1292.0,2226.0,1321.0,1813.0,5428.0,374.0,988.0,765.0,1978.0,6627.0,778.0,574.0,1734.0,1423.0,3221.0,585.0,1164.0,908.0,1089.0,657.0,1671.0,2174.0,1411.0,1205.0,860.0,5354.0,2736.0,1655.0,2246.0,1844.0,3021.0,564.0,2089.0,4799.0,1758.0,488.0,856.0,1344.0,1327.0,749.0,4576.0,633.0,1521.0,3060.0,236.0,390.0,720.0,516.0,4101.0,424.0,1149.0,3032.0,1002.0,965.0,3015.0,33.0,0.0,462.0,384.0,550.0,892.0,3959.0,0.0,1452.0,1489.0,573.0,352.0,858.0,2260.0,898.0,203.0,38.0,13425.0,676.0,856.0,473.0,2686.0,758.0,1291.0,1190.0,787.0,235.0,382.0,274.0,307.0,266.0,859.0,242.0,147.0,1090.0,463.0,2518.0,201.0,162.0,184.0,300.0,844.0,819.0,2104.0,421.0,45.0,85.0,934.0,1024.0,137.0,1331.0,239.0,2961.0,237.0,320.0,143.0,48.0,3784.0,89.0,199.0,247.0,791.0,394.0,801.0,282.0,98.0,84.0,65.0,1208.0,833.0
dano,7499.0,2240.0,3124.0,2801.0,2668.0,2782.0,2857.0,2829.0,2887.0,2755.0,2736.0,2719.0,2681.0,2699.0,2646.0,6540.0,6541.0,7502.0,5815.0,6064.0,1921.0,6795.0,2049.0,1838.0,1760.0,1763.0,4702.0,2371.0,1320.0,4923.0,2147.0,788.0,6886.0,4183.0,6080.0,949.0,2743.0,4265.0,1707.0,1707.0,3464.0,4112.0,678.0,4777.0,1003.0,2536.0,477.0,1131.0,1307.0,835.0,628.0,642.0,2226.0,8450.0,773.0,4398.0,7039.0,601.0,6088.0,710.0,7040.0,269.0,980.0,316.0,720.0,5803.0,501.0,3738.0,1323.0,1115.0,1334.0,557.0,5987.0,699.0,1487.0,938.0,4257.0,2031.0,830.0,4851.0,460.0,58.0,292.0,637.0,457.0,474.0,1017.0,93.0,828.0,4161.0,635.0,646.0,177.0,100.0,340.0,79.0,502.0,676.0,13412.0,636.0,409.0,4067.0,4580.0,5492.0,517.0,508.0,419.0,322.0,964.0,425.0,456.0,721.0,448.0,154.0,616.0,394.0,181.0,378.0,534.0,252.0,13.0,906.0,703.0,530.0,1390.0,759.0,358.0,407.0,275.0,338.0,1198.0,49.0,72.0,208.0,1068.0,1565.0,323.0,291.0,106.0,558.0,401.0,738.0,638.0,256.0,560.0,749.0,20.0,414.0,69.0,819.0
quanto,4870.0,5678.0,2991.0,3066.0,2870.0,2982.0,3146.0,3046.0,3142.0,2919.0,2885.0,2857.0,2802.0,2783.0,2764.0,3886.0,2028.0,2272.0,2242.0,2626.0,1441.0,1546.0,2242.0,2339.0,1068.0,1072.0,2468.0,1267.0,964.0,1879.0,1143.0,1760.0,1361.0,1581.0,1944.0,412.0,636.0,1608.0,1460.0,2057.0,1468.0,1061.0,2620.0,1243.0,1853.0,1215.0,1444.0,1229.0,1642.0,749.0,1689.0,600.0,1013.0,1202.0,1335.0,1142.0,1141.0,1477.0,808.0,1236.0,1176.0,1135.0,1411.0,934.0,742.0,711.0,1474.0,1315.0,1057.0,1578.0,1246.0,569.0,867.0,419.0,1111.0,1140.0,745.0,906.0,1151.0,715.0,1499.0,1261.0,569.0,1078.0,1123.0,1811.0,312.0,1342.0,718.0,861.0,1346.0,869.0,990.0,409.0,1322.0,602.0,489.0,856.0,636.0,13392.0,1175.0,619.0,1119.0,470.0,687.0,641.0,43.0,303.0,739.0,767.0,732.0,908.0,669.0,495.0,660.0,493.0,563.0,597.0,226.0,384.0,373.0,852.0,199.0,559.0,585.0,886.0,1415.0,635.0,481.0,889.0,1459.0,394.0,647.0,776.0,531.0,474.0,898.0,436.0,141.0,331.0,980.0,882.0,1177.0,411.0,769.0,577.0,366.0,530.0,401.0,532.0
parte,4515.0,6684.0,3738.0,3265.0,3191.0,3489.0,3305.0,3285.0,3330.0,3229.0,3215.0,3205.0,3189.0,3373.0,3151.0,4691.0,2686.0,1763.0,3942.0,2097.0,1377.0,1238.0,1489.0,2033.0,1154.0,1161.0,2332.0,1098.0,689.0,1164.0,1024.0,1765.0,1641.0,2567.0,1602.0,1363.0,961.0,1830.0,1053.0,1259.0,1339.0,1054.0,1376.0,743.0,1047.0,928.0,489.0,1605.0,809.0,939.0,1479.0,467.0,1072.0,404.0,1555.0,584.0,449.0,819.0,510.0,1865.0,327.0,1307.0,1280.0,1065.0,1971.0,604.0,1790.0,744.0,848.0,974.0,1962.0,604.0,687.0,659.0,448.0,821.0,555.0,841.0,672.0,299.0,263.0,192.0,550.0,189.0,888.0,992.0,835.0,154.0,328.0,399.0,385.0,887.0,886.0,932.0,1175.0,1247.0,750.0,473.0,409.0,1175.0,13033.0,390.0,66.0,290.0,781.0,646.0,217.0,606.0,1200.0,713.0,433.0,1258.0,308.0,804.0,621.0,298.0,465.0,605.0,306.0,407.0,629.0,1449.0,1507.0,213.0,438.0,521.0,564.0,569.0,598.0,229.0,1123.0,902.0,599.0,697.0,805.0,540.0,376.0,176.0,272.0,391.0,126.0,929.0,969.0,437.0,353.0,151.0,205.0,473.0,132.0,176.0
